,,,,nation,pos,age,Club,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
INT-World Cup,2026,South Africa,Thalente Mbatha,South Africa,MF,26,1. Orlando Pirates,2000,4,2,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Thapelo Maseko,South Africa,"MF,FW",22,1. AEL Limassol,2003,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37
INT-World Cup,2026,South Africa,Themba Zwane,South Africa,"FW,MF",36,1. Sundowns,1989,1,0,23,0.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Tshepang Moremi,South Africa,MF,25,1. Orlando Pirates,2000,2,0,34,0.4,0,1,1,0,0,0,0,0,0.0,2.65,2.65,0.0,2.65
INT-World Cup,2026,Spain,Aymeric Laporte,Spain,DF,32,1. Athletic Club,1994,8,8,727,8.1,0,1,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12
INT-World Cup,2026,Spain,Borja Iglesias,Spain,FW,33,1. Celta Vigo,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Dani Olmo,Spain,MF,28,1. Barcelona,1998,8,6,491,5.5,0,2,2,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37
INT-World Cup,2026,Spain,Eric García,Spain,"DF,MF",25,1. Barcelona,2001,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Fabián Ruiz Peña,Spain,MF,30,1. PSG,1996,8,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28
INT-World Cup,2026,Spain,Ferran Torres,Spain,FW,26,1. Barcelona,2000,8,1,288,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62
INT-World Cup,2026,Spain,Gavi,Spain,FW,21,1. Barcelona,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Lamine Yamal,Spain,"MF,FW",18,1. Barcelona,2007,8,7,614,6.8,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15
INT-World Cup,2026,Spain,Marc Cucurella,Spain,DF,27,1. Chelsea,1998,8,8,750,8.3,0,2,2,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24
INT-World Cup,2026,Spain,Marc Pubill,Spain,DF,22,1. Atlético Madrid,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Marcos Llorente,Spain,DF,31,1. Atlético Madrid,1995,3,2,187,2.1,0,1,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48
INT-World Cup,2026,Spain,Martín Zubimendi,Spain,MF,27,1. Arsenal,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Mikel Merino,Spain,MF,29,1. Arsenal,1996,8,1,199,2.2,2,0,2,2,0,0,0,0,0.9,0.0,0.9,0.9,0.9
INT-World Cup,2026,Spain,Mikel Oyarzabal,Spain,FW,29,1. Real Sociedad,1997,8,8,601,6.7,5,1,6,4,1,1,0,0,0.75,0.15,0.9,0.6,0.75
INT-World Cup,2026,Spain,Nico Williams,Spain,MF,23,1. Athletic Club,2002,6,0,113,1.3,0,1,1,0,0,0,0,0,0.0,0.8,0.8,0.0,0.8
INT-World Cup,2026,Spain,Pau Cubarsí,Spain,DF,19,1. Barcelona,2007,8,8,750,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Pedri,Spain,MF,23,1. Barcelona,2002,8,5,499,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Pedro Porro,Spain,DF,26,1. Tottenham,1999,6,6,563,6.3,2,0,2,2,0,0,0,0,0.32,0.0,0.32,0.32,0.32
INT-World Cup,2026,Spain,Rodri,Spain,MF,29,1. Manchester City,1996,8,8,724,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Unai Simón,Spain,GK,29,1. Athletic Club,1997,8,8,750,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Yéremy Pino,Spain,"FW,MF",23,1. Crystal Palace,2002,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Spain,Álex Baena,Spain,"MF,FW",24,1. Atlético Madrid,2001,7,7,481,5.3,1,1,2,1,0,0,1,0,0.19,0.19,0.37,0.19,0.37
INT-World Cup,2026,Sweden,Alexander Bernhardsson,Sweden,MF,27,2. Holstein Kiel,1998,3,3,217,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Alexander Isak,Sweden,FW,26,1. Liverpool,1999,4,4,357,4.0,1,3,4,1,0,0,0,0,0.25,0.76,1.01,0.25,1.01
INT-World Cup,2026,Sweden,Anthony Elanga,Sweden,"MF,FW",24,1. Newcastle,2002,4,2,217,2.4,2,0,2,2,0,0,0,0,0.83,0.0,0.83,0.83,0.83
INT-World Cup,2026,Sweden,Benjamin Nygren,Sweden,MF,24,1. Celtic,2001,4,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Besfort Zeneli,Sweden,MF,23,1. Union SG,2002,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Carl Starfelt,Sweden,DF,31,1. Celta Vigo,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Daniel Svensson,Sweden,DF,24,1. Dortmund,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Elliot Stroud,Sweden,MF,23,1. Mjällby,2002,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Gabriel Gudmundsson,Sweden,"MF,DF",27,1. Leeds United,1999,4,4,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Gustaf Lagerbielke,Sweden,DF,26,1. Braga,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Gustaf Nilsson,Sweden,FW,29,1. Club Brugge,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Isak Hien,Sweden,DF,27,1. Atalanta,1999,3,3,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Jacob Widell Zetterström,Sweden,GK,27,2. Derby County,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Jesper Karlström,Sweden,MF,30,1. Udinese,1995,2,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Ken Sema,Sweden,"FW,MF",32,1. Pafos FC,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Kristoffer Nordfeldt,Sweden,GK,36,1. AIK Stockholm,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Lucas Bergvall,Sweden,MF,20,1. Tottenham,2006,4,1,181,2.0,0,1,1,0,0,0,1,0,0.0,0.5,0.5,0.0,0.5
INT-World Cup,2026,Sweden,Mattias Svanberg,Sweden,MF,27,1. Wolfsburg,1999,2,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.0,5.63,5.63,5.63
INT-World Cup,2026,Sweden,Taha Ali,Sweden,"FW,MF",27,1. Malmö,1998,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Victor Lindelöf,Sweden,"DF,MF",31,1. Aston Villa,1994,4,4,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Sweden,Viktor Gyökeres,Sweden,FW,28,1. Arsenal,1998,4,4,360,4.0,1,2,3,1,0,0,1,0,0.25,0.5,0.75,0.25,0.75
INT-World Cup,2026,Sweden,Yasin Ayari,Sweden,MF,22,1. Brighton,2003,4,4,339,3.8,2,0,2,2,0,0,1,0,0.53,0.0,0.53,0.53,0.53
INT-World Cup,2026,Switzerland,Ardon Jashari,Switzerland,MF,23,1. Milan,2002,3,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Breel Embolo,Switzerland,FW,29,1. Rennes,1997,6,6,501,5.6,2,2,4,1,1,1,2,1,0.36,0.36,0.72,0.18,0.54
INT-World Cup,2026,Switzerland,Cedric Itten,Switzerland,"FW,MF",29,2. Düsseldorf,1996,3,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Christian Fassnacht,Switzerland,"FW,MF",32,1. Young Boys,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Dan Ndoye,Switzerland,"MF,FW",25,1. Nottingham,2000,6,5,406,4.5,2,0,2,2,0,0,0,0,0.44,0.0,0.44,0.44,0.44
INT-World Cup,2026,Switzerland,Denis Zakaria,Switzerland,DF,29,1. Monaco,1996,4,4,357,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Djibril Sow,Switzerland,MF,29,1. Sevilla,1997,4,2,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Eray Cömert,Switzerland,DF,28,1. Valencia,1998,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Fabian Rieder,Switzerland,"MF,FW",24,1. Augsburg,2002,5,3,302,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Granit Xhaka,Switzerland,MF,33,1. Sunderland,1992,6,6,600,6.7,1,0,1,0,1,1,2,0,0.15,0.0,0.15,0.0,0.0
INT-World Cup,2026,Switzerland,Gregor Kobel,Switzerland,GK,28,1. Dortmund,1997,6,6,600,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Johan Manzambi,Switzerland,"MF,FW",20,1. Freiburg,2005,4,2,199,2.2,3,2,5,3,0,0,0,0,1.36,0.9,2.26,1.36,2.26
INT-World Cup,2026,Switzerland,Luca Jaquez,Switzerland,DF,23,1. Stuttgart,2003,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Manuel Akanji,Switzerland,DF,30,1. Inter,1995,6,6,600,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Michel Aebischer,Switzerland,"MF,FW",29,1. Pisa,1997,4,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Miro Muheim,Switzerland,"DF,MF",28,1. Hamburger SV,1998,3,0,87,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Nico Elvedi,Switzerland,DF,29,1. Gladbach,1996,6,6,600,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Noah Okafor,Switzerland,"FW,MF",26,1. Leeds United,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Remo Freuler,Switzerland,MF,34,1. Bologna,1992,6,6,592,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Ricardo Rodríguez,Switzerland,DF,33,1. Real Betis,1992,6,6,517,5.7,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17
INT-World Cup,2026,Switzerland,Ruben Vargas,Switzerland,MF,27,1. Sevilla,1998,6,3,284,3.2,2,1,3,2,0,0,0,0,0.63,0.32,0.95,0.63,0.95
INT-World Cup,2026,Switzerland,Silvan Widmer,Switzerland,DF,33,1. Mainz 05,1993,5,1,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Switzerland,Zeki Amdouni,Switzerland,"FW,MF",25,1. Burnley,2000,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Ali Abdi,Tunisia,DF,32,1. Nice,1993,3,3,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Anis Ben Slimane,Tunisia,"MF,FW",25,2. Norwich City,2001,3,3,240,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Aymen Dahmen,Tunisia,GK,29,1. Ahly Sfaxien,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Dylan Bronn,Tunisia,DF,30,1. Servette FC,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Elias Achouri,Tunisia,"FW,MF",27,1. FC Copenhagen,1999,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Elias Saad,Tunisia,"MF,FW",26,2. Hannover 96,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Ellyes Skhiri,Tunisia,"MF,DF",31,1. Frankfurt,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Firas Chaouat,Tunisia,FW,30,1. Club Africain,1996,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Hadj Mahmoud,Tunisia,MF,26,1. Lugano,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Hannibal Mejbri,Tunisia,MF,23,1. Burnley,2003,3,3,270,3.0,0,2,2,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67
INT-World Cup,2026,Tunisia,Hazem Mastouri,Tunisia,FW,28,1. D. Makhachkala,1997,1,1,89,1.0,1,0,1,1,0,0,0,0,1.01,0.0,1.01,1.01,1.01
INT-World Cup,2026,Tunisia,Ismaël Gharbi,Tunisia,MF,22,1. Augsburg,2004,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Mohamed Amine Ben Hamida,Tunisia,DF,30,1. Espérance Tunis,1995,3,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Montassar Talbi,Tunisia,DF,28,1. Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Mortadha Ben Ouanes,Tunisia,"DF,MF",31,1. Kasımpaşa,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Mouhib Chamakh,Tunisia,GK,24,1. Club Africain,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Omar Rekik,Tunisia,DF,24,1. NK Maribor,2001,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
INT-World Cup,2026,Tunisia,Rani Khedira,Tunisia,MF,32,1. Union Berlin,1994,3,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Sebastian Tounekti,Tunisia,FW,23,1. Celtic,2002,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Tunisia,Yan Valery,Tunisia,DF,27,1. Young Boys,1999,3,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Abdülkerim Bardakcı,Türkiye,DF,31,1. Galatasaray,1994,3,3,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Arda Güler,Türkiye,MF,21,1. Real Madrid,2005,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2026,Türkiye,Barış Alper Yılmaz,Türkiye,"MF,FW",26,1. Galatasaray,2000,3,2,179,2.0,1,1,2,1,0,0,0,0,0.5,0.5,1.01,0.5,1.01
INT-World Cup,2026,Türkiye,Can Uzun,Türkiye,MF,20,1. Frankfurt,2005,2,0,38,0.4,0,1,1,0,0,0,0,0,0.0,2.37,2.37,0.0,2.37
INT-World Cup,2026,Türkiye,Deniz Gül,Türkiye,FW,21,1. Porto,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Eren Elmalı,Türkiye,DF,25,1. Galatasaray,2000,2,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Ferdi Kadioglu,Türkiye,DF,26,1. Brighton,1999,2,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Hakan Çalhanoğlu,Türkiye,MF,32,1. Inter,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Kaan Ayhan,Türkiye,"DF,MF",31,1. Galatasaray,1994,1,0,3,0.0,1,0,1,1,0,0,0,0,30.0,0.0,30.0,30.0,30.0
INT-World Cup,2026,Türkiye,Kenan Yıldız,Türkiye,MF,21,1. Juventus,2005,3,2,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Kerem Aktürkoğlu,Türkiye,FW,27,1. Fenerbahçe,1998,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Merih Demiral,Türkiye,DF,28,1. Al-Ahli,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Mert Müldür,Türkiye,DF,27,1. Fenerbahçe,1999,3,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Orkun Kökçü,Türkiye,MF,25,1. Beşiktaş,2000,3,2,153,1.7,0,1,1,0,0,0,0,0,0.0,0.59,0.59,0.0,0.59
INT-World Cup,2026,Türkiye,Ozan Kabak,Türkiye,DF,26,1. Hoffenheim,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Oğuz Aydın,Türkiye,DF,25,1. Fenerbahçe,2000,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Salih Özcan,Türkiye,MF,28,1. Dortmund,1998,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Uğurcan Çakır,Türkiye,GK,30,1. Galatasaray,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Yunus Akgün,Türkiye,MF,25,1. Galatasaray,2000,2,1,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Zeki Çelik,Türkiye,DF,29,1. Roma,1997,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,Çağlar Söyüncü,Türkiye,DF,30,1. Fenerbahçe,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,İrfan Can Kahveci,Türkiye,MF,30,1. Kasımpaşa,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Türkiye,İsmail Yüksek,Türkiye,MF,27,1. Fenerbahçe,1999,2,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Alejandro Zendejas,USA,"FW,MF",28,1. América,1998,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Alex Freeman,USA,DF,21,1. Villarreal,2004,5,4,374,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48
INT-World Cup,2026,USA,Antonee Robinson,USA,"DF,MF",28,1. Fulham,1997,4,4,348,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Auston Trusty,USA,DF,27,1. Celtic,1998,2,1,101,1.1,1,0,1,1,0,0,0,0,0.89,0.0,0.89,0.89,0.89
INT-World Cup,2026,USA,Brenden Aaronson,USA,MF,25,1. Leeds United,2000,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Chris Richards,USA,DF,26,1. Crystal Palace,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Christian Pulisic,USA,MF,27,1. Milan,1998,4,3,223,2.5,0,1,1,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4
INT-World Cup,2026,USA,Folarin Balogun,USA,FW,24,1. Monaco,2001,4,4,312,3.5,3,0,3,3,0,0,1,1,0.87,0.0,0.87,0.87,0.87
INT-World Cup,2026,USA,Gio Reyna,USA,MF,23,1. Gladbach,2002,5,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0.0,0.69,0.69,0.69
INT-World Cup,2026,USA,Haji Wright,USA,"FW,MF",28,2. Coventry City,1998,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Joe Scally,USA,DF,23,1. Gladbach,2002,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Malik Tillman,USA,MF,24,1. Leverkusen,2002,5,4,356,4.0,2,1,3,2,0,0,1,0,0.51,0.25,0.76,0.51,0.76
INT-World Cup,2026,USA,Mark McKenzie,USA,DF,27,1. Toulouse,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Matt Freese,USA,GK,27,1. NYCFC,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Matt Turner,USA,GK,31,1. NE Revolution,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Max Arfsten,USA,MF,25,1. Columbus Crew,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Miles Robinson,USA,DF,29,1. FC Cincinnati,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Ricardo Pepi,USA,FW,23,1. PSV,2003,5,2,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Sebastian Berhalter,USA,MF,25,1. Vancouver,2001,5,1,187,2.1,1,1,2,1,0,0,1,0,0.48,0.48,0.96,0.48,0.96
INT-World Cup,2026,USA,Sergiño Dest,USA,MF,25,1. PSV,2000,5,4,297,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Tim Ream,USA,DF,38,1. Charlotte,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Timothy Weah,USA,MF,26,1. Marseille,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Tyler Adams,USA,MF,27,1. Bournemouth,1999,4,4,341,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,USA,Weston McKennie,USA,MF,27,1. Juventus,1998,5,5,443,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Agustín Canobbio,Uruguay,FW,27,1. Fluminense,1998,3,2,224,2.5,1,0,1,1,0,0,0,1,0.4,0.0,0.4,0.4,0.4
INT-World Cup,2026,Uruguay,Brian Rodríguez,Uruguay,"FW,MF",26,1. América,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Darwin Núñez,Uruguay,FW,26,1. Al-Hilal,1999,3,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Federico Valverde,Uruguay,MF,27,1. Real Madrid,1998,3,3,236,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Federico Viñas,Uruguay,FW,27,1. Oviedo,1998,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Fernando Muslera,Uruguay,GK,39,1. Galatasaray,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Guillermo Varela,Uruguay,DF,33,1. Flamengo,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Juan Manuel Sanabria,Uruguay,DF,26,1. Atlético San Luis,2000,3,2,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Uruguay,Manuel Ugarte,Uruguay,MF,25,1. Manchester Utd,2001,3,3,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
